"","class","gender","age","school","father_edu_background","mother_edu_background","father_job","mother_job","household_income","school_has_library","library_visit","access_to_computer_lab","extra_mural_class","extra_curricular_activities","extra_curricular_participation","hours_on_curricular_activities","english_score","maths_score","hours_spent_studying","difficulty_understand_maths_eng_sci","subject_found_most_difficult","confidence_in_passing_exam","prepare_exam_with_online_resources","challenge_preparing_for_exam","result"
"622","SS3","Male","15-17","Private","University","Primary","Engineer","Teacher","50,000 - 100,000","Yes","Never","No","No","No","Debate/Quiz clubs","7 hours or more","60 - 64","60 - 64","5 hours or more","No","Other","Somewhat confident","No","time management","Yes"
"623","SS2","Male","12-14","Private","Primary","Secondary","Civil servant","House Wife","₦30,000 – ₦100,000","No","Never","No","Yes","No","Debate/Quiz clubs","7 hours or more","70 - 75","45 - 49","5 hours or more","No","Physics/Chemistry/Biology","Not confident","No","time management","Yes"
"624","SS2","Female","18 and above","Private","Secondary","No formal education","Tailoring","Trader","Below ₦30,000","No","Rarely","No","Yes","Yes","Sports","4–6 hours","45 - 49","70 - 75","3–4 hours","Yes","Other","Somewhat confident","No","Lack of focus","Yes"
"625","SS2","Male","12-14","Private","Secondary","Secondary","Civil servant","Teacher","50,000 - 100,000","No","Never","Yes","No","No","None","None","39 below","65 - 69","Less than 1 hour","No","Mathematics","Somewhat confident","Yes","Lack of focus","Yes"
"626","SS1","Female","12-14","Private","No formal education","No formal education","Engineer","Trader","₦30,000 – ₦100,000","Yes","Never","No","No","No","Debate/Quiz clubs","7 hours or more","65 - 69","70 - 75","3–4 hours","No","Mathematics","Not confident","Yes","Lack of funds","Yes"
"627","SS2","Female","15-17","Public","University","Primary","Civil servant","Teacher","Above ₦300,000","No","Monthly","No","No","No","None","4–6 hours","65 - 69","80 - 100","3–4 hours","Yes","Mathematics","Very confident","No","Lack of funds","Yes"
"628","SS1","Female","12-14","Private","Primary","University","Farmer","House Wife","Below ₦30,000","Yes","Never","No","No","Yes","Science/Math clubs","1–3 hours","50 - 54","40 - 44","5 hours or more","Yes","English Language","Somewhat confident","No","time management","Yes"
"629","SS2","Female","18 and above","Private","Primary","Secondary","Farmer","Trader","₦30,000 – ₦100,000","No","Daily","Yes","Yes","No","Science/Math clubs","None","65 - 69","65 - 69","Less than 1 hour","No","English Language","Not confident","Yes","lack of standard social amenity","Yes"
"630","SS2","Female","12-14","Private","Secondary","Primary","Civil servant","Trader","₦30,000 – ₦100,000","Yes","Weekly","Yes","No","Yes","None","None","55 - 59","65 - 69","1–2 hours","Yes","Other","Somewhat confident","No","Lack of focus","Yes"
"631","SS3","Male","12-14","Public","Secondary","Primary","Tailoring","Housewife","₦100,000 – ₦300,000","Yes","Rarely","No","No","Yes","Debate/Quiz clubs","7 hours or more","45 - 49","40 - 44","5 hours or more","No","English Language","Very confident","No","time management","No"
"632","SS2","Male","15-17","Private","Primary","Primary","Farmer","Housewife","Below ₦30,000","No","Daily","No","Yes","No","Science/Math clubs","4–6 hours","65 - 69","40 - 44","1–2 hours","Yes","English Language","Very confident","Yes","lack of standard social amenity","Yes"
"633","SS1","Female","12-14","Private","No formal education","Secondary","Civil servant","Housewife","50,000 - 100,000","Yes","Rarely","No","Yes","No","Sports","7 hours or more","80 - 100","50 - 54","3–4 hours","No","Other","Somewhat confident","No","Lack of proper preparation","Yes"
"634","SS2","Male","18 and above","Public","No formal education","Primary","Civil servant","House Wife","50,000 - 100,000","Yes","Never","No","Yes","No","None","1–3 hours","55 - 59","40 - 44","3–4 hours","Yes","Mathematics","Somewhat confident","Yes","Lack of proper preparation","Yes"
"635","SS2","Female","12-14","Private","Secondary","No formal education","Tailoring","House Wife","Above ₦300,000","Yes","Daily","Yes","No","Yes","Sports","1–3 hours","70 - 75","70 - 75","5 hours or more","Yes","Physics/Chemistry/Biology","Somewhat confident","Yes","Lack of funds","Yes"
"636","SS2","Male","18 and above","Private","University","No formal education","Tailoring","Trader","50,000 - 100,000","No","Weekly","No","Yes","Yes","Debate/Quiz clubs","7 hours or more","55 - 59","55 - 59","3–4 hours","Yes","English Language","Somewhat confident","No","The fear of the unknown","Yes"
"637","SS3","Male","12-14","Private","University","No formal education","Civil Servant","Teacher","₦100,000 – ₦300,000","Yes","Monthly","Yes","No","No","Debate/Quiz clubs","None","60 - 64","65 - 69","Less than 1 hour","Yes","Other","Very confident","No","time management","Yes"
"638","SS1","Female","15-17","Private","No formal education","Secondary","Farmer","Trader","₦30,000 – ₦100,000","Yes","Monthly","Yes","Yes","No","Debate/Quiz clubs","None","40 - 44","80 - 100","Less than 1 hour","Yes","Physics/Chemistry/Biology","Not confident","No","The fear of the unknown","Yes"
"639","SS2","Female","15-17","Private","Primary","Primary","Civil servant","Trader","Below ₦30,000","Yes","Never","No","Yes","No","Sports","4–6 hours","60 - 64","55 - 59","3–4 hours","Yes","Mathematics","Somewhat confident","No","time management","Yes"
"640","SS1","Male","18 and above","Private","University","Primary","Civil Servant","House Wife","Above ₦300,000","Yes","Never","No","No","No","Sports","4–6 hours","65 - 69","40 - 44","Less than 1 hour","Yes","Other","Somewhat confident","No","Lack of focus","Yes"
"641","SS2","Male","18 and above","Private","University","Primary","Farmer","House Wife","Above ₦300,000","Yes","Daily","Yes","Yes","No","Sports","7 hours or more","65 - 69","80 - 100","Less than 1 hour","Yes","Physics/Chemistry/Biology","Somewhat confident","No","The fear of the unknown","Yes"
"642","SS2","Male","18 and above","Public","University","University","Civil servant","Trader","Below ₦30,000","No","Rarely","Yes","Yes","Yes","None","1–3 hours","45 - 49","80 - 100","3–4 hours","No","Mathematics","Very confident","No","time management","Yes"
"643","SS1","Male","12-14","Private","No formal education","No formal education","Engineer","Trader","₦100,000 – ₦300,000","No","Never","No","No","No","Science/Math clubs","1–3 hours","55 - 59","60 - 64","Less than 1 hour","No","Mathematics","Somewhat confident","No","lack of standard social amenity","Yes"
"644","SS1","Female","15-17","Private","No formal education","University","Farmer","Trader","₦100,000 – ₦300,000","No","Weekly","No","Yes","Yes","None","None","70 - 75","80 - 100","Less than 1 hour","Yes","English Language","Very confident","No","The fear of the unknown","Yes"
"645","SS2","Female","12-14","Public","Primary","Secondary","Farmer","House Wife","Below ₦30,000","No","Monthly","Yes","No","No","Debate/Quiz clubs","4–6 hours","60 - 64","40 - 44","5 hours or more","Yes","Mathematics","Somewhat confident","Yes","Lack of proper preparation","Yes"
"646","SS2","Female","12-14","Public","Secondary","No formal education","Farmer","Trader","Above ₦300,000","Yes","Rarely","Yes","Yes","No","Science/Math clubs","None","40 - 44","80 - 100","1–2 hours","No","Other","Not confident","Yes","lack of standard social amenity","Yes"
"647","SS2","Female","18 and above","Public","Secondary","Primary","Civil Servant","Housewife","₦100,000 – ₦300,000","Yes","Never","No","Yes","No","None","4–6 hours","80 - 100","45 - 49","Less than 1 hour","No","Other","Not confident","No","lack of standard social amenity","Yes"
"648","SS2","Male","18 and above","Public","Primary","Primary","Tailoring","Trader","Above ₦300,000","Yes","Rarely","No","No","No","Sports","None","40 - 44","55 - 59","Less than 1 hour","No","Mathematics","Not confident","Yes","lack of standard social amenity","Yes"
"649","SS1","Female","12-14","Private","No formal education","Secondary","Farmer","House Wife","₦30,000 – ₦100,000","Yes","Monthly","No","Yes","Yes","None","None","65 - 69","60 - 64","5 hours or more","Yes","Other","Not confident","No","The fear of the unknown","Yes"
"650","SS1","Female","18 and above","Public","University","University","Civil servant","Teacher","Above ₦300,000","No","Never","Yes","No","No","Debate/Quiz clubs","4–6 hours","55 - 59","55 - 59","1–2 hours","No","Mathematics","Not confident","Yes","Lack of proper preparation","Yes"
"651","SS2","Male","15-17","Private","No formal education","Secondary","Engineer","Housewife","₦30,000 – ₦100,000","Yes","Rarely","No","No","Yes","Science/Math clubs","4–6 hours","55 - 59","39 below","1–2 hours","No","English Language","Very confident","No","time management","Yes"
"652","SS2","Male","12-14","Private","University","No formal education","Farmer","Housewife","Below ₦30,000","Yes","Daily","Yes","No","No","Sports","1–3 hours","55 - 59","70 - 75","1–2 hours","Yes","Physics/Chemistry/Biology","Not confident","Yes","The fear of the unknown","Yes"
"653","SS2","Male","15-17","Private","University","Primary","Farmer","Teacher","₦30,000 – ₦100,000","Yes","Monthly","Yes","No","Yes","Debate/Quiz clubs","None","60 - 64","40 - 44","1–2 hours","No","Mathematics","Somewhat confident","No","The fear of the unknown","Yes"
"654","SS3","Male","18 and above","Public","Secondary","Primary","Civil servant","Trader","50,000 - 100,000","Yes","Weekly","Yes","No","Yes","Sports","7 hours or more","65 - 69","80 - 100","3–4 hours","No","Mathematics","Not confident","No","Lack of focus","Yes"
"655","SS1","Male","15-17","Public","Secondary","No formal education","Farmer","Trader","₦100,000 – ₦300,000","No","Monthly","No","No","Yes","None","1–3 hours","65 - 69","60 - 64","5 hours or more","Yes","Physics/Chemistry/Biology","Not confident","Yes","The fear of the unknown","Yes"
"656","SS2","Male","18 and above","Public","University","University","Engineer","Trader","Below ₦30,000","Yes","Never","Yes","No","Yes","Debate/Quiz clubs","4–6 hours","45 - 49","45 - 49","3–4 hours","Yes","Mathematics","Very confident","No","The fear of the unknown","No"
"657","SS3","Female","15-17","Public","University","No formal education","Civil Servant","Teacher","Above ₦300,000","No","Rarely","Yes","Yes","Yes","Science/Math clubs","None","65 - 69","80 - 100","5 hours or more","No","English Language","Not confident","Yes","time management","Yes"
"658","SS2","Female","15-17","Public","Primary","Secondary","Civil Servant","House Wife","₦30,000 – ₦100,000","Yes","Weekly","No","No","Yes","Science/Math clubs","1–3 hours","65 - 69","45 - 49","1–2 hours","Yes","Other","Very confident","No","Lack of proper preparation","Yes"
"659","SS2","Male","12-14","Private","No formal education","No formal education","Civil Servant","Trader","₦100,000 – ₦300,000","No","Monthly","No","No","Yes","Science/Math clubs","7 hours or more","80 - 100","70 - 75","5 hours or more","No","Other","Very confident","Yes","Lack of funds","Yes"
"660","SS2","Female","12-14","Public","No formal education","Primary","Civil Servant","Housewife","50,000 - 100,000","No","Never","No","No","No","None","1–3 hours","60 - 64","60 - 64","Less than 1 hour","No","Mathematics","Somewhat confident","Yes","lack of standard social amenity","Yes"
"661","SS2","Female","12-14","Public","University","Secondary","Engineer","Housewife","₦100,000 – ₦300,000","No","Never","No","Yes","No","Sports","7 hours or more","60 - 64","39 below","5 hours or more","Yes","Other","Somewhat confident","Yes","lack of standard social amenity","Yes"
"662","SS3","Female","15-17","Public","University","No formal education","Civil servant","Trader","Above ₦300,000","No","Never","No","Yes","No","Science/Math clubs","4–6 hours","50 - 54","50 - 54","3–4 hours","Yes","Mathematics","Very confident","Yes","Lack of proper preparation","Yes"
"663","SS2","Female","18 and above","Public","Secondary","University","Engineer","Teacher","50,000 - 100,000","Yes","Never","Yes","No","Yes","Debate/Quiz clubs","7 hours or more","65 - 69","40 - 44","5 hours or more","Yes","Other","Somewhat confident","Yes","lack of standard social amenity","Yes"
"664","SS2","Female","12-14","Private","No formal education","Secondary","Tailoring","Trader","₦100,000 – ₦300,000","Yes","Never","Yes","No","Yes","Science/Math clubs","1–3 hours","55 - 59","70 - 75","5 hours or more","Yes","Mathematics","Somewhat confident","Yes","Lack of proper preparation","Yes"
"665","SS2","Male","12-14","Public","No formal education","Secondary","Tailoring","House Wife","Below ₦30,000","Yes","Never","No","Yes","No","Sports","None","50 - 54","50 - 54","3–4 hours","Yes","English Language","Somewhat confident","Yes","Lack of proper preparation","Yes"
"666","SS1","Female","15-17","Public","No formal education","Secondary","Tailoring","Teacher","50,000 - 100,000","Yes","Monthly","No","No","Yes","Debate/Quiz clubs","1–3 hours","80 - 100","40 - 44","5 hours or more","No","Other","Very confident","No","Lack of focus","Yes"
"667","SS3","Female","12-14","Public","No formal education","Secondary","Civil servant","Teacher","Below ₦30,000","No","Monthly","Yes","No","No","Debate/Quiz clubs","1–3 hours","45 - 49","65 - 69","5 hours or more","Yes","Other","Very confident","Yes","Lack of funds","Yes"
"668","SS2","Female","15-17","Public","Secondary","Secondary","Engineer","Trader","Below ₦30,000","Yes","Never","Yes","Yes","Yes","None","7 hours or more","65 - 69","39 below","1–2 hours","Yes","English Language","Not confident","Yes","Lack of proper preparation","Yes"
"669","SS2","Male","18 and above","Public","University","University","Tailoring","Teacher","₦100,000 – ₦300,000","No","Daily","Yes","Yes","No","Debate/Quiz clubs","7 hours or more","60 - 64","80 - 100","1–2 hours","Yes","Physics/Chemistry/Biology","Somewhat confident","Yes","lack of standard social amenity","Yes"
"670","SS2","Female","15-17","Public","No formal education","Secondary","Civil servant","House Wife","₦100,000 – ₦300,000","Yes","Daily","Yes","Yes","Yes","Science/Math clubs","7 hours or more","45 - 49","60 - 64","1–2 hours","Yes","English Language","Somewhat confident","Yes","The fear of the unknown","Yes"
